Entity,Code,Year,Solar (% equivalent primary energy)
Denmark,DNK,2006,0.0025041157
Denmark,DNK,2007,0.0029557156
Denmark,DNK,2008,0.0032514953
Denmark,DNK,2009,0.0048806095
Denmark,DNK,2010,0.0075023184
Denmark,DNK,2011,0.019490737
Denmark,DNK,2012,0.14296773
Denmark,DNK,2013,0.67883974
Denmark,DNK,2014,0.80664855
Denmark,DNK,2015,0.83525676
Denmark,DNK,2016,1.006439
Denmark,DNK,2017,1.0058347
Denmark,DNK,2018,1.2843424
Denmark,DNK,2019,1.3219843
Denmark,DNK,2020,1.8114185
Denmark,DNK,2021,1.8198369
Denmark,DNK,2022,2.669323
Eastern Africa (EI),,1971,0
Eastern Africa (EI),,1972,0
Eastern Africa (EI),,1973,0
Eastern Africa (EI),,1974,0
Eastern Africa (EI),,1975,0
Eastern Africa (EI),,1976,0
Eastern Africa (EI),,1977,0
Eastern Africa (EI),,1978,0
Eastern Africa (EI),,1979,0
Eastern Africa (EI),,1980,0
Eastern Africa (EI),,1981,0
Eastern Africa (EI),,1982,0
Eastern Africa (EI),,1983,0
Eastern Africa (EI),,1984,0
Eastern Africa (EI),,1985,0
Eastern Africa (EI),,1986,0
Eastern Africa (EI),,1987,0
Eastern Africa (EI),,1988,0
Eastern Africa (EI),,1989,0
Eastern Africa (EI),,1990,0
Eastern Africa (EI),,1991,0
Eastern Africa (EI),,1992,0
Eastern Africa (EI),,1993,0
Eastern Africa (EI),,1994,0
Eastern Africa (EI),,1995,0
Eastern Africa (EI),,1996,0
Eastern Africa (EI),,1997,0
Eastern Africa (EI),,1998,0
Eastern Africa (EI),,1999,0
Eastern Africa (EI),,2000,0
Eastern Africa (EI),,2001,0.00016545784
Eastern Africa (EI),,2002,0.00032358925
Eastern Africa (EI),,2003,0.00031909475
Eastern Africa (EI),,2004,0.00059618294
Eastern Africa (EI),,2005,0.0011187119
Eastern Africa (EI),,2006,0.0041381163
Eastern Africa (EI),,2007,0.0074386457
Eastern Africa (EI),,2008,0.01410941
Eastern Africa (EI),,2009,0.02309625
Eastern Africa (EI),,2010,0.061432138
Eastern Africa (EI),,2011,0.10715297
Eastern Africa (EI),,2012,0.14249851
Eastern Africa (EI),,2013,0.16374613
Eastern Africa (EI),,2014,0.19441146
Eastern Africa (EI),,2015,0.21244793
Eastern Africa (EI),,2016,0.24427392
Eastern Africa (EI),,2017,0.26000255
Eastern Africa (EI),,2018,0.28220215
Eastern Africa (EI),,2019,0.46300954
Eastern Africa (EI),,2020,0.53984326
Eastern Africa (EI),,2021,0.5819699
Eastern Africa (EI),,2022,0.7517515
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,0
Ecuador,ECU,1999,0
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2003,0
Ecuador,ECU,2004,0
Ecuador,ECU,2005,0.000029387087
Ecuador,ECU,2006,0.000033148026
Ecuador,ECU,2007,0.00003825274
Ecuador,ECU,2008,0.00005233757
Ecuador,ECU,2009,0.000015738096
Ecuador,ECU,2010,0
Ecuador,ECU,2011,0.00009738148
Ecuador,ECU,2012,0.00051337964
Ecuador,ECU,2013,0.0055623134
Ecuador,ECU,2014,0.023680834
Ecuador,ECU,2015,0.05163789
Ecuador,ECU,2016,0.055360682
Ecuador,ECU,2017,0.051241733
Ecuador,ECU,2018,0.048932124
Ecuador,ECU,2019,0.04749344
Ecuador,ECU,2020,0.05434585
Ecuador,ECU,2021,0.045462612
Ecuador,ECU,2022,0.045892578
Egypt,EGY,1990,0
Egypt,EGY,1991,0
Egypt,EGY,1992,0
Egypt,EGY,1993,0
Egypt,EGY,1994,0
Egypt,EGY,1995,0
Egypt,EGY,1996,0
Egypt,EGY,1997,0
Egypt,EGY,1998,0
Egypt,EGY,1999,0
Egypt,EGY,2000,0.000104021536
Egypt,EGY,2001,0.00044563398
Egypt,EGY,2002,0.00047830603
Egypt,EGY,2003,0.00044893942
Egypt,EGY,2004,0.00042249434
Egypt,EGY,2005,0.00040940076
Egypt,EGY,2006,0.00038626735
Egypt,EGY,2007,0.00043247873
Egypt,EGY,2008,0.0005067192
Egypt,EGY,2009,0.00071302964
Egypt,EGY,2010,0.007814077
Egypt,EGY,2011,0.07192159
Egypt,EGY,2012,0.14176217
Egypt,EGY,2013,0.0071607516
Egypt,EGY,2014,0.03954987
Egypt,EGY,2015,0.011639637
Egypt,EGY,2016,0.060978286
Egypt,EGY,2017,0.15044034
Egypt,EGY,2018,0.13711518
Egypt,EGY,2019,0.3746305
Egypt,EGY,2020,1.1886923
Egypt,EGY,2021,1.261439
Egypt,EGY,2022,1.1851815
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0
Estonia,EST,1996,0
Estonia,EST,1997,0
Estonia,EST,1998,0
Estonia,EST,1999,0
Estonia,EST,2000,0
Estonia,EST,2001,0
Estonia,EST,2002,0
Estonia,EST,2003,0
Estonia,EST,2004,0
Estonia,EST,2005,0
Estonia,EST,2006,0
Estonia,EST,2007,0
Estonia,EST,2008,0
Estonia,EST,2009,0.0004756216
Estonia,EST,2010,0.00037944337
Estonia,EST,2011,0.0007561746
Estonia,EST,2012,0.0011194198
Estonia,EST,2013,0.004925709
Estonia,EST,2014,0.0113247745
Estonia,EST,2015,0.023154385
Estonia,EST,2016,0.036696102
Estonia,EST,2017,0.049167138
Estonia,EST,2018,0.10464082
Estonia,EST,2019,0.30869243
Estonia,EST,2020,0.54727465
Estonia,EST,2021,1.5031128
Estonia,EST,2022,2.503788
Europe,,1965,0
Europe,,1966,0
Europe,,1967,0
Europe,,1968,0
Europe,,1969,0
Europe,,1970,0
Europe,,1971,0
Europe,,1972,0
Europe,,1973,0
Europe,,1974,0
Europe,,1975,0
Europe,,1976,0
Europe,,1977,0
Europe,,1978,0
Europe,,1979,0
Europe,,1980,0
Europe,,1981,0
Europe,,1982,0
Europe,,1983,0
Europe,,1984,0.000008658375
Europe,,1985,0.000008941509
Europe,,1986,0.000008786474
Europe,,1987,0
Europe,,1988,0.000008494864
Europe,,1989,0.00007660077
Europe,,1990,0.00010563809
Europe,,1991,0.00013316148
Europe,,1992,0.00022286492
Europe,,1993,0.00029680188
Europe,,1994,0.0003312372
Europe,,1995,0.00043017007
Europe,,1996,0.0004548283
Europe,,1997,0.00055092556
Europe,,1998,0.00064568344
Europe,,1999,0.0007730068
Europe,,2000,0.0007090077
Europe,,2001,0.0018101495
Europe,,2002,0.0029328412
Europe,,2003,0.004266614
Europe,,2004,0.0067039933
Europe,,2005,0.013379571
Europe,,2006,0.022269985
Europe,,2007,0.033664513
Europe,,2008,0.06564341
Europe,,2009,0.13087617
Europe,,2010,0.20542094
Europe,,2011,0.4151267
Europe,,2012,0.63286585
Europe,,2013,0.7623565
Europe,,2014,0.88771963
Europe,,2015,0.9825155
Europe,,2016,0.9949868
Europe,,2017,1.0565441
Europe,,2018,1.1121991
Europe,,2019,1.2387826
Europe,,2020,1.5407023
Europe,,2021,1.6243793
Europe,,2022,2.1300478
Europe (EI),,1965,0
Europe (EI),,1966,0
Europe (EI),,1967,0
Europe (EI),,1968,0
Europe (EI),,1969,0
Europe (EI),,1970,0
Europe (EI),,1971,0
Europe (EI),,1972,0
Europe (EI),,1973,0
Europe (EI),,1974,0
Europe (EI),,1975,0
Europe (EI),,1976,0
Europe (EI),,1977,0
Europe (EI),,1978,0
Europe (EI),,1979,0
Europe (EI),,1980,0
Europe (EI),,1981,0
Europe (EI),,1982,0
Europe (EI),,1983,0
Europe (EI),,1984,0.000014983746
Europe (EI),,1985,0.000012535429
Europe (EI),,1986,0.00001233004
Europe (EI),,1987,0
Europe (EI),,1988,0.000011951889
Europe (EI),,1989,0.00010799603
Europe (EI),,1990,0.00014753504
Europe (EI),,1991,0.00018582253
Europe (EI),,1992,0.00030967843
Europe (EI),,1993,0.00040477197
Europe (EI),,1994,0.0004426125
Europe (EI),,1995,0.0005620202
Europe (EI),,1996,0.0005844057
Europe (EI),,1997,0.00069841393
Europe (EI),,1998,0.00081606983
Europe (EI),,1999,0.0009815063
Europe (EI),,2000,0.00090034644
Europe (EI),,2001,0.002306972
Europe (EI),,2002,0.0037299797
Europe (EI),,2003,0.0054224855
Europe (EI),,2004,0.008501234
Europe (EI),,2005,0.0169319
Europe (EI),,2006,0.028341202
Europe (EI),,2007,0.04287691
Europe (EI),,2008,0.08378619
Europe (EI),,2009,0.1669924
Europe (EI),,2010,0.2620862
Europe (EI),,2011,0.53528744
Europe (EI),,2012,0.81610054
Europe (EI),,2013,0.98146427
Europe (EI),,2014,1.1504358
Europe (EI),,2015,1.2579725
Europe (EI),,2016,1.2819496
Europe (EI),,2017,1.3743863
Europe (EI),,2018,1.5144265
Europe (EI),,2019,1.6889596
Europe (EI),,2020,2.106194
Europe (EI),,2021,2.2560318
Europe (EI),,2022,2.898128
European Union (27),,1965,0
European Union (27),,1966,0
European Union (27),,1967,0
European Union (27),,1968,0
European Union (27),,1969,0
European Union (27),,1970,0
European Union (27),,1971,0
European Union (27),,1972,0
European Union (27),,1973,0
European Union (27),,1974,0
European Union (27),,1975,0
European Union (27),,1976,0
European Union (27),,1977,0
European Union (27),,1978,0
European Union (27),,1979,0
European Union (27),,1980,0
European Union (27),,1981,0
European Union (27),,1982,0
European Union (27),,1983,0
European Union (27),,1984,0
European Union (27),,1985,0
European Union (27),,1986,0
European Union (27),,1987,0
European Union (27),,1988,0
European Union (27),,1989,0.0001529761
European Union (27),,1990,0.00019364529
European Union (27),,1991,0.00022958968
European Union (27),,1992,0.00038227355
European Union (27),,1993,0.0004946738
European Union (27),,1994,0.00051897665
European Union (27),,1995,0.0006643182
European Union (27),,1996,0.00067637075
European Union (27),,1997,0.0008311498
European Union (27),,1998,0.00097338506
European Union (27),,1999,0.0011456545
European Union (27),,2000,0.0009388729
European Union (27),,2001,0.002780784
European Union (27),,2002,0.0046604527
European Union (27),,2003,0.0068807765
European Union (27),,2004,0.011036939
European Union (27),,2005,0.022418467
European Union (27),,2006,0.037829448
European Union (27),,2007,0.05764545
European Union (27),,2008,0.11309953
European Union (27),,2009,0.22613215
European Union (27),,2010,0.35408518
European Union (27),,2011,0.7257117
European Union (27),,2012,1.0951385
European Union (27),,2013,1.3040272
European Union (27),,2014,1.4943489
European Union (27),,2015,1.5747979
European Union (27),,2016,1.5521286
European Union (27),,2017,1.6245103
European Union (27),,2018,1.7175963
European Union (27),,2019,1.904475
European Union (27),,2020,2.3848057
European Union (27),,2021,2.5488834
European Union (27),,2022,3.343229
Finland,FIN,1990,0.0004162212
Finland,FIN,1991,0.0004648818
Finland,FIN,1992,0.0005327829
Finland,FIN,1993,0.0005976038
Finland,FIN,1994,0.0006362021
Finland,FIN,1995,0.0007438521
Finland,FIN,1996,0.00083566253
Finland,FIN,1997,0.0010136919
Finland,FIN,1998,0.0010488607
Finland,FIN,1999,0.0011731946
Finland,FIN,2000,0.001297715
Finland,FIN,2001,0.0013732334
Finland,FIN,2002,0.0014761689
Finland,FIN,2003,0.0015399163
Finland,FIN,2004,0.0017300736
Finland,FIN,2005,0.0021070305
Finland,FIN,2006,0.0025069895
Finland,FIN,2007,0.002819537
Finland,FIN,2008,0.0030075968
Finland,FIN,2009,0.003532544
Finland,FIN,2010,0.0035426351
Finland,FIN,2011,0.00417831
Finland,FIN,2012,0.004630044
Finland,FIN,2013,0.005144635
Finland,FIN,2014,0.006367331
Finland,FIN,2015,0.009261445
Finland,FIN,2016,0.017681632
Finland,FIN,2017,0.039456278
Finland,FIN,2018,0.071504354
Finland,FIN,2019,0.11865097
Finland,FIN,2020,0.18321222
Finland,FIN,2021,0.24344371
Finland,FIN,2022,0.2511993
France,FRA,1990,0
France,FRA,1991,0
France,FRA,1992,0.00015444886
France,FRA,1993,0.00017465658
France,FRA,1994,0.00019738302
France,FRA,1995,0.0002093823
France,FRA,1996,0.00026227953
France,FRA,1997,0.00034178703
France,FRA,1998,0.00040099258
France,FRA,1999,0.0004382661
France,FRA,2000,0.0004970565
France,FRA,2001,0.00057538407
France,FRA,2002,0.000666016
France,FRA,2003,0.000716215
France,FRA,2004,0.0007677194
France,FRA,2005,0.00095381466
France,FRA,2006,0.0010833412
France,FRA,2007,0.001656621
France,FRA,2008,0.0038295195
France,FRA,2009,0.016698845
France,FRA,2010,0.057405315
France,FRA,2011,0.19886969
France,FRA,2012,0.38222304
France,FRA,2013,0.44363272
France,FRA,2014,0.57507765
France,FRA,2015,0.69777286
France,FRA,2016,0.7933908
France,FRA,2017,0.8858343
France,FRA,2018,0.9920869
France,FRA,2019,1.1422987
France,FRA,2020,1.3895328
France,FRA,2021,1.5287933
France,FRA,2022,2.2526276
Germany,DEU,1990,0.00007052834
Germany,DEU,1991,0.00007228692
Germany,DEU,1992,0.00014750496
Germany,DEU,1993,0.00022224509
Germany,DEU,1994,0.00029912568
Germany,DEU,1995,0.00037196744
Germany,DEU,1996,0.0004321142
Germany,DEU,1997,0.0008025029
Germany,DEU,1998,0.0011034524
Germany,DEU,1999,0.0014174824
Germany,DEU,2000,0
Germany,DEU,2001,0.0072309473
Germany,DEU,2002,0.014551528
Germany,DEU,2003,0.022634221
Germany,DEU,2004,0.040028
Germany,DEU,2005,0.09451661
Germany,DEU,2006,0.15864678
Germany,DEU,2007,0.22782633
Germany,DEU,2008,0.32195255
Germany,DEU,2009,0.507913
Germany,DEU,2010,0.8630869
Germany,DEU,2011,1.4862412
Germany,DEU,2012,1.9492818
Germany,DEU,2013,2.1572857
Germany,DEU,2014,2.5881448
Germany,DEU,2015,2.7120194
Germany,DEU,2016,2.6162338
Germany,DEU,2017,2.6499598
Germany,DEU,2018,3.0897152
Germany,DEU,2019,3.2239132
Germany,DEU,2020,3.7700784
Germany,DEU,2021,3.63737
Germany,DEU,2022,4.6389523
Greece,GRC,1990,0
Greece,GRC,1991,0
Greece,GRC,1992,0
Greece,GRC,1993,0
Greece,GRC,1994,0
Greece,GRC,1995,0
Greece,GRC,1996,0
Greece,GRC,1997,0
Greece,GRC,1998,0
Greece,GRC,1999,0
Greece,GRC,2000,0
Greece,GRC,2001,0
Greece,GRC,2002,0
Greece,GRC,2003,0
Greece,GRC,2004,0.00056079833
Greece,GRC,2005,0.0006828807
Greece,GRC,2006,0.0009588294
Greece,GRC,2007,0.0009574863
Greece,GRC,2008,0.0035748312
Greece,GRC,2009,0.035226114
Greece,GRC,2010,0.11569733
Greece,GRC,2011,0.45346278
Greece,GRC,2012,1.3297377
Greece,GRC,2013,3.028479
Greece,GRC,2014,3.3362284
Greece,GRC,2015,3.3688915
Greece,GRC,2016,3.4270406
Greece,GRC,2017,3.2970934
Greece,GRC,2018,3.0948992
Greece,GRC,2019,3.684044
Greece,GRC,2020,4.2172236
Greece,GRC,2021,4.542004
Greece,GRC,2022,5.9052286
High-income countries,,1965,0
High-income countries,,1966,0
High-income countries,,1967,0
High-income countries,,1968,0
High-income countries,,1969,0
High-income countries,,1970,0
High-income countries,,1971,0
High-income countries,,1972,0
High-income countries,,1973,0
High-income countries,,1974,0
High-income countries,,1975,0
High-income countries,,1976,0
High-income countries,,1977,0
High-income countries,,1978,0
High-income countries,,1979,0
High-income countries,,1980,0
High-income countries,,1981,0
High-income countries,,1982,0
High-income countries,,1983,0.000018704293
High-income countries,,1984,0.000037559446
High-income countries,,1985,0.000068316294
High-income countries,,1986,0.00008687688
High-income countries,,1987,0.000058993184
High-income countries,,1988,0.000054764587
High-income countries,,1989,0.0013821367
High-income countries,,1990,0.0020170654
High-income countries,,1991,0.0026055383
High-income countries,,1992,0.0023712802
High-income countries,,1993,0.0027826729
High-income countries,,1994,0.002919299
High-income countries,,1995,0.003027701
High-income countries,,1996,0.0031801711
High-income countries,,1997,0.0033709782
High-income countries,,1998,0.0036254867
High-income countries,,1999,0.003981359
High-income countries,,2000,0.004489794
High-income countries,,2001,0.0059912624
High-income countries,,2002,0.007427039
High-income countries,,2003,0.009138555
High-income countries,,2004,0.011774767
High-income countries,,2005,0.016516957
High-income countries,,2006,0.02261674
High-income countries,,2007,0.030187607
High-income countries,,2008,0.049430005
High-income countries,,2009,0.08565616
High-income countries,,2010,0.13020954
High-income countries,,2011,0.24444859
High-income countries,,2012,0.37044656
High-income countries,,2013,0.4780089
High-income countries,,2014,0.63335437
High-income countries,,2015,0.7687024
High-income countries,,2016,0.889898
High-income countries,,2017,1.0573572
High-income countries,,2018,1.1905982
High-income countries,,2019,1.3750892
High-income countries,,2020,1.7495466
High-income countries,,2021,2.0170395
High-income countries,,2022,2.4379897
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2008,0
Hong Kong,HKG,2009,0
Hong Kong,HKG,2010,0.00086419296
Hong Kong,HKG,2011,0.0025129644
Hong Kong,HKG,2012,0.0025990773
Hong Kong,HKG,2013,0.002515345
Hong Kong,HKG,2014,0.002561914
Hong Kong,HKG,2015,0.0032992498
Hong Kong,HKG,2016,0.0031953692
Hong Kong,HKG,2017,0.004149304
Hong Kong,HKG,2018,0.004643602
Hong Kong,HKG,2019,0.012692338
Hong Kong,HKG,2020,0.05313643
Hong Kong,HKG,2021,0.0561724
Hong Kong,HKG,2022,0.06237866
Hungary,HUN,1990,0
Hungary,HUN,1991,0
Hungary,HUN,1992,0
Hungary,HUN,1993,0
Hungary,HUN,1994,0
Hungary,HUN,1995,0
Hungary,HUN,1996,0
Hungary,HUN,1997,0
Hungary,HUN,1998,0
Hungary,HUN,1999,0
Hungary,HUN,2000,0
Hungary,HUN,2001,0
Hungary,HUN,2002,0
Hungary,HUN,2003,0
Hungary,HUN,2004,0
Hungary,HUN,2005,0
Hungary,HUN,2006,0
Hungary,HUN,2007,0
Hungary,HUN,2008,0.00095613784
Hungary,HUN,2009,0.0010241441
Hungary,HUN,2010,0.0009990308
Hungary,HUN,2011,0.0010237566
Hungary,HUN,2012,0.008735196
Hungary,HUN,2013,0.028623404
Hungary,HUN,2014,0.07617845
Hungary,HUN,2015,0.15125465
Hungary,HUN,2016,0.2556597
Hungary,HUN,2017,0.34489894
Hungary,HUN,2018,0.6136234
Hungary,HUN,2019,1.4354887
Hungary,HUN,2020,2.3889725
Hungary,HUN,2021,3.4976397
Hungary,HUN,2022,4.5614347
Iceland,ISL,2007,0
India,IND,1971,0
India,IND,1972,0
India,IND,1973,0
India,IND,1974,0
India,IND,1975,0
India,IND,1976,0
India,IND,1977,0
India,IND,1978,0
India,IND,1979,0
India,IND,1980,0
India,IND,1981,0
India,IND,1982,0
India,IND,1983,0
India,IND,1984,0
India,IND,1985,0
India,IND,1986,0
India,IND,1987,0
India,IND,1988,0
India,IND,1989,0
India,IND,1990,0
India,IND,1991,0
India,IND,1992,0
India,IND,1993,0
India,IND,1994,0
India,IND,1995,0.000100801284
India,IND,1996,0.00058154715
India,IND,1997,0.0005510788
India,IND,1998,0.0005195291
India,IND,1999,0.00050489354
India,IND,2000,0.00056075957
India,IND,2001,0.0008718885
India,IND,2002,0.0009914775
India,IND,2003,0.0011705704
India,IND,2004,0.0012051207
India,IND,2005,0.001130894
India,IND,2006,0.00042243497
India,IND,2007,0.0031697932
India,IND,2008,0.003177944
India,IND,2009,0.0034987538
India,IND,2010,0.0050222864
India,IND,2011,0.03463955
India,IND,2012,0.08289906
India,IND,2013,0.13043956
India,IND,2014,0.17368567
India,IND,2015,0.22320276
India,IND,2016,0.37369016
India,IND,2017,0.6671516
India,IND,2018,1.0584446
India,IND,2019,1.309875
India,IND,2020,1.7471695
India,IND,2021,1.8647333
India,IND,2022,2.4506478
Indonesia,IDN,1971,0
Indonesia,IDN,1972,0
Indonesia,IDN,1973,0
Indonesia,IDN,1974,0
Indonesia,IDN,1975,0
Indonesia,IDN,1976,0
Indonesia,IDN,1977,0
Indonesia,IDN,1978,0
Indonesia,IDN,1979,0
Indonesia,IDN,1980,0
Indonesia,IDN,1981,0
Indonesia,IDN,1982,0
Indonesia,IDN,1983,0
Indonesia,IDN,1984,0
Indonesia,IDN,1985,0
Indonesia,IDN,1986,0
Indonesia,IDN,1987,0
Indonesia,IDN,1988,0
Indonesia,IDN,1989,0
Indonesia,IDN,1990,0
Indonesia,IDN,1991,0
Indonesia,IDN,1992,0
Indonesia,IDN,1993,0
Indonesia,IDN,1994,0
Indonesia,IDN,1995,0
Indonesia,IDN,1996,0
Indonesia,IDN,1997,0
Indonesia,IDN,1998,0
Indonesia,IDN,1999,0
Indonesia,IDN,2000,0
Indonesia,IDN,2001,0
Indonesia,IDN,2002,0
Indonesia,IDN,2003,0
Indonesia,IDN,2004,0
Indonesia,IDN,2005,0
Indonesia,IDN,2006,0
Indonesia,IDN,2007,0
Indonesia,IDN,2008,0.000017978267
Indonesia,IDN,2009,0.000017393462
Indonesia,IDN,2010,0.000083051425
Indonesia,IDN,2011,0.00011570044
Indonesia,IDN,2012,0.0004354571
Indonesia,IDN,2013,0.00081913086
Indonesia,IDN,2014,0.0009951072
Indonesia,IDN,2015,0.00075520144
Indonesia,IDN,2016,0.0029896295
Indonesia,IDN,2017,0.0039560096
Indonesia,IDN,2018,0.011140918
Indonesia,IDN,2019,0.013647303
Indonesia,IDN,2020,0.021254022
Indonesia,IDN,2021,0.023389233
Indonesia,IDN,2022,0.028783083
Iran,IRN,1990,0
Iran,IRN,1991,0
Iran,IRN,1992,0
Iran,IRN,1993,0
Iran,IRN,1994,0
Iran,IRN,1995,0
Iran,IRN,1996,0
Iran,IRN,1997,0
Iran,IRN,1998,0
Iran,IRN,1999,0
Iran,IRN,2000,0
Iran,IRN,2001,0
Iran,IRN,2002,0
Iran,IRN,2003,0
Iran,IRN,2004,0
Iran,IRN,2005,0
Iran,IRN,2006,0.0000134200645
Iran,IRN,2007,0.000012544906
Iran,IRN,2008,0.000024189509
Iran,IRN,2009,0.00003521277
Iran,IRN,2010,0.00008023247
Iran,IRN,2011,0.000076341086
Iran,IRN,2012,0.00007503274
Iran,IRN,2013,0.000072048766
Iran,IRN,2014,0.000068792004
Iran,IRN,2015,0.00014712955
Iran,IRN,2016,0.00046495828
Iran,IRN,2017,0.0076471865
Iran,IRN,2018,0.019008093
Iran,IRN,2019,0.04130198
Iran,IRN,2020,0.04538526
Iran,IRN,2021,0.048085254
Iran,IRN,2022,0.05642295
Iraq,IRQ,2017,0.025507249
Iraq,IRQ,2018,0.16475566
Iraq,IRQ,2019,0.1547636
Ireland,IRL,1990,0
Ireland,IRL,1991,0
Ireland,IRL,1992,0
Ireland,IRL,1993,0
Ireland,IRL,1994,0
Ireland,IRL,1995,0
Ireland,IRL,1996,0
Ireland,IRL,1997,0
Ireland,IRL,1998,0
Ireland,IRL,1999,0
Ireland,IRL,2000,0
Ireland,IRL,2001,0
Ireland,IRL,2002,0
Ireland,IRL,2003,0
Ireland,IRL,2004,0
Ireland,IRL,2005,0
Ireland,IRL,2006,0
Ireland,IRL,2007,0
Ireland,IRL,2008,0
Ireland,IRL,2009,0.0006708335
Ireland,IRL,2010,0.0007411492
Ireland,IRL,2011,0.0008783033
Ireland,IRL,2012,0.0010575681
Ireland,IRL,2013,0.0011553705
Ireland,IRL,2014,0.0015577889
Ireland,IRL,2015,0.0025032798
Ireland,IRL,2016,0.008996101
Ireland,IRL,2017,0.017183889
Ireland,IRL,2018,0.031179557
Ireland,IRL,2019,0.055579424
Ireland,IRL,2020,0.09207992
Ireland,IRL,2021,0.13556138
Ireland,IRL,2022,0.18631053
Israel,ISR,1990,0
Israel,ISR,1991,0
Israel,ISR,1992,0
Israel,ISR,1993,0
Israel,ISR,1994,0
Israel,ISR,1995,0
Israel,ISR,1996,0
Israel,ISR,1997,0
Israel,ISR,1998,0
Israel,ISR,1999,0
Israel,ISR,2000,0
Israel,ISR,2001,0
Israel,ISR,2002,0
Israel,ISR,2003,0
Israel,ISR,2004,0
Israel,ISR,2005,0
Israel,ISR,2006,0
Israel,ISR,2007,0
Israel,ISR,2008,0
Israel,ISR,2009,0.026252598
Israel,ISR,2010,0.073176764
Israel,ISR,2011,0.19582315
Israel,ISR,2012,0.35759333
Israel,ISR,2013,0.49355227
Israel,ISR,2014,0.8713573
Israel,ISR,2015,1.1880438
Israel,ISR,2016,1.5565406
Israel,ISR,2017,1.5236288
Israel,ISR,2018,1.658046
Israel,ISR,2019,2.7183397
Israel,ISR,2020,3.8303137
Israel,ISR,2021,4.827317
Israel,ISR,2022,6.0821066
Italy,ITA,1965,0
Italy,ITA,1966,0
Italy,ITA,1967,0
Italy,ITA,1968,0
Italy,ITA,1969,0
Italy,ITA,1970,0
Italy,ITA,1971,0
Italy,ITA,1972,0
Italy,ITA,1973,0
Italy,ITA,1974,0
Italy,ITA,1975,0
Italy,ITA,1976,0
Italy,ITA,1977,0
Italy,ITA,1978,0
Italy,ITA,1979,0
Italy,ITA,1980,0
Italy,ITA,1981,0
Italy,ITA,1982,0
Italy,ITA,1983,0
Italy,ITA,1984,0
Italy,ITA,1985,0
Italy,ITA,1986,0
Italy,ITA,1987,0
Italy,ITA,1988,0
Italy,ITA,1989,0.00032733727
Italy,ITA,1990,0.0006376642
Italy,ITA,1991,0.0007728134
Italy,ITA,1992,0.0013967608
Italy,ITA,1993,0.0017440218
Italy,ITA,1994,0.0017479748
Italy,ITA,1995,0.001985173
Italy,ITA,1996,0.002138538
Italy,ITA,1997,0.002252327
Italy,ITA,1998,0.0023484752
Italy,ITA,1999,0.0024268273
Italy,ITA,2000,0.0025354268
Italy,ITA,2001,0.0026611239
Italy,ITA,2002,0.0029421602
Italy,ITA,2003,0.0032376759
Italy,ITA,2004,0.0038028224
Italy,ITA,2005,0.0040343525
Italy,ITA,2006,0.00454731
Italy,ITA,2007,0.0051332326
Italy,ITA,2008,0.025680184
Italy,ITA,2009,0.095889874
Italy,ITA,2010,0.25970125
Italy,ITA,2011,1.4906361
Italy,ITA,2012,2.6605365
Italy,ITA,2013,3.1657133
Italy,ITA,2014,3.429015
Italy,ITA,2015,3.4044452
Italy,ITA,2016,3.2478743
Italy,ITA,2017,3.5199072
Italy,ITA,2018,3.2334094
Italy,ITA,2019,3.4317877
Italy,ITA,2020,3.965199
Italy,ITA,2021,3.7209682
Italy,ITA,2022,4.203732
Japan,JPN,1965,0
Japan,JPN,1966,0
Japan,JPN,1967,0
Japan,JPN,1968,0
Japan,JPN,1969,0
Japan,JPN,1970,0
Japan,JPN,1971,0
Japan,JPN,1972,0
Japan,JPN,1973,0
Japan,JPN,1974,0
Japan,JPN,1975,0
Japan,JPN,1976,0
Japan,JPN,1977,0
Japan,JPN,1978,0
Japan,JPN,1979,0
Japan,JPN,1980,0
Japan,JPN,1981,0
Japan,JPN,1982,0
Japan,JPN,1983,0
Japan,JPN,1984,0
Japan,JPN,1985,0
Japan,JPN,1986,0
Japan,JPN,1987,0
Japan,JPN,1988,0
Japan,JPN,1989,0
Japan,JPN,1990,0.000056662167
Japan,JPN,1991,0.00005541352
Japan,JPN,1992,0.0005758287
Japan,JPN,1993,0.0012156066
Japan,JPN,1994,0.0015102684
Japan,JPN,1995,0.0019570664
Japan,JPN,1996,0.0026490777
Japan,JPN,1997,0.0045925817
Japan,JPN,1998,0.0069704037
Japan,JPN,1999,0.010438242
Japan,JPN,2000,0.016297806
Japan,JPN,2001,0.023743154
Japan,JPN,2002,0.032741223
Japan,JPN,2003,0.044837806
Japan,JPN,2004,0.05870972
Japan,JPN,2005,0.07452643
Japan,JPN,2006,0.09087285
