Entity,Code,Year,Nuclear (% equivalent primary energy)
Canada,CAN,2022,5.5176325
Central America (EI),,1971,0.21037145
Central America (EI),,1972,0.34413108
Central America (EI),,1973,0.19828193
Central America (EI),,1974,0.10520979
Central America (EI),,1975,0.09179475
Central America (EI),,1976,0.0622826
Central America (EI),,1977,0
Central America (EI),,1978,0
Central America (EI),,1979,0
Central America (EI),,1985,0
Central America (EI),,1986,0
Central America (EI),,1987,0
Central America (EI),,1988,0
Central America (EI),,1989,0
Central America (EI),,1990,0
Central America (EI),,1991,0
Central America (EI),,1992,0
Central America (EI),,1993,0
Central America (EI),,1994,0
Central America (EI),,1995,0
Central America (EI),,1996,0
Central America (EI),,1997,0
Central America (EI),,1998,0
Central America (EI),,1999,0
Central America (EI),,2000,0
Central America (EI),,2014,0
Central America (EI),,2015,0
Central America (EI),,2016,0
Central America (EI),,2017,0
Central America (EI),,2018,0
Central America (EI),,2019,0
Central America (EI),,2020,0
Central America (EI),,2021,0
Central America (EI),,2022,0
Chile,CHL,1965,0
Chile,CHL,1966,0
Chile,CHL,1967,0
Chile,CHL,1968,0
Chile,CHL,1969,0
Chile,CHL,1970,0
Chile,CHL,1971,0
Chile,CHL,1972,0
Chile,CHL,1973,0
Chile,CHL,1974,0
Chile,CHL,1975,0
Chile,CHL,1976,0
Chile,CHL,1977,0
Chile,CHL,1978,0
Chile,CHL,1979,0
Chile,CHL,1980,0
Chile,CHL,1981,0
Chile,CHL,1982,0
Chile,CHL,1983,0
Chile,CHL,1984,0
Chile,CHL,1985,0
Chile,CHL,1986,0
Chile,CHL,1987,0
Chile,CHL,1988,0
Chile,CHL,1989,0
Chile,CHL,1990,0
Chile,CHL,1991,0
Chile,CHL,1992,0
Chile,CHL,1993,0
Chile,CHL,1994,0
Chile,CHL,1995,0
Chile,CHL,1996,0
Chile,CHL,1997,0
Chile,CHL,1998,0
Chile,CHL,1999,0
Chile,CHL,2000,0
Chile,CHL,2001,0
Chile,CHL,2002,0
Chile,CHL,2003,0
Chile,CHL,2004,0
Chile,CHL,2005,0
Chile,CHL,2006,0
Chile,CHL,2007,0
Chile,CHL,2008,0
Chile,CHL,2009,0
Chile,CHL,2010,0
Chile,CHL,2011,0
Chile,CHL,2012,0
Chile,CHL,2013,0
Chile,CHL,2014,0
Chile,CHL,2015,0
Chile,CHL,2016,0
Chile,CHL,2017,0
Chile,CHL,2018,0
Chile,CHL,2019,0
Chile,CHL,2020,0
Chile,CHL,2021,0
Chile,CHL,2022,0
China,CHN,1965,0
China,CHN,1966,0
China,CHN,1967,0
China,CHN,1968,0
China,CHN,1969,0
China,CHN,1970,0
China,CHN,1971,0
China,CHN,1972,0
China,CHN,1973,0
China,CHN,1974,0
China,CHN,1975,0
China,CHN,1976,0
China,CHN,1977,0
China,CHN,1978,0
China,CHN,1979,0
China,CHN,1980,0
China,CHN,1981,0
China,CHN,1982,0
China,CHN,1983,0
China,CHN,1984,0
China,CHN,1985,0
China,CHN,1986,0
China,CHN,1987,0
China,CHN,1988,0
China,CHN,1989,0
China,CHN,1990,0
China,CHN,1991,0
China,CHN,1992,0
China,CHN,1993,0.048123814
China,CHN,1994,0.41666982
China,CHN,1995,0.3517341
China,CHN,1996,0.37299544
China,CHN,1997,0.37255985
China,CHN,1998,0.36369908
China,CHN,1999,0.37254304
China,CHN,2000,0.40246058
China,CHN,2001,0.39498705
China,CHN,2002,0.5182306
China,CHN,2003,0.7625031
China,CHN,2004,0.75399506
China,CHN,2005,0.69372624
China,CHN,2006,0.64970094
China,CHN,2007,0.6730006
China,CHN,2008,0.70881206
China,CHN,2009,0.6912145
China,CHN,2010,0.6851367
China,CHN,2011,0.7366331
China,CHN,2012,0.7929398
China,CHN,2013,0.8614058
China,CHN,2014,0.9971855
China,CHN,2015,1.2604849
China,CHN,2016,1.5523111
China,CHN,2017,1.7287691
China,CHN,2018,1.9495938
China,CHN,2019,2.1937287
China,CHN,2020,2.223088
China,CHN,2021,2.3322124
China,CHN,2022,2.3607652
Colombia,COL,1965,0
Colombia,COL,1966,0
Colombia,COL,1967,0
Colombia,COL,1968,0
Colombia,COL,1969,0
Colombia,COL,1970,0
Colombia,COL,1971,0
Colombia,COL,1972,0
Colombia,COL,1973,0
Colombia,COL,1974,0
Colombia,COL,1975,0
Colombia,COL,1976,0
Colombia,COL,1977,0
Colombia,COL,1978,0
Colombia,COL,1979,0
Colombia,COL,1980,0
Colombia,COL,1981,0
Colombia,COL,1982,0
Colombia,COL,1983,0
Colombia,COL,1984,0
Colombia,COL,1985,0
Colombia,COL,1986,0
Colombia,COL,1987,0
Colombia,COL,1988,0
Colombia,COL,1989,0
Colombia,COL,1990,0
Colombia,COL,1991,0
Colombia,COL,1992,0
Colombia,COL,1993,0
Colombia,COL,1994,0
Colombia,COL,1995,0
Colombia,COL,1996,0
Colombia,COL,1997,0
Colombia,COL,1998,0
Colombia,COL,1999,0
Colombia,COL,2000,0
Colombia,COL,2001,0
Colombia,COL,2002,0
Colombia,COL,2003,0
Colombia,COL,2004,0
Colombia,COL,2005,0
Colombia,COL,2006,0
Colombia,COL,2007,0
Colombia,COL,2008,0
Colombia,COL,2009,0
Colombia,COL,2010,0
Colombia,COL,2011,0
Colombia,COL,2012,0
Colombia,COL,2013,0
Colombia,COL,2014,0
Colombia,COL,2015,0
Colombia,COL,2016,0
Colombia,COL,2017,0
Colombia,COL,2018,0
Colombia,COL,2019,0
Colombia,COL,2020,0
Colombia,COL,2021,0
Colombia,COL,2022,0
Croatia,HRV,1990,0
Croatia,HRV,1991,0
Croatia,HRV,1992,0
Croatia,HRV,1993,0
Croatia,HRV,1994,0
Croatia,HRV,1995,0
Croatia,HRV,1996,0
Croatia,HRV,1997,0
Croatia,HRV,1998,0
Croatia,HRV,1999,0
Croatia,HRV,2000,0
Croatia,HRV,2001,0
Croatia,HRV,2002,0
Croatia,HRV,2003,0
Croatia,HRV,2004,0
Croatia,HRV,2005,0
Croatia,HRV,2006,0
Croatia,HRV,2007,0
Croatia,HRV,2008,0
Croatia,HRV,2009,0
Croatia,HRV,2010,0
Croatia,HRV,2011,0
Croatia,HRV,2012,0
Croatia,HRV,2013,0
Croatia,HRV,2014,0
Croatia,HRV,2015,0
Croatia,HRV,2016,0
Croatia,HRV,2017,0
Croatia,HRV,2018,0
Croatia,HRV,2019,0
Croatia,HRV,2020,0
Croatia,HRV,2021,0
Croatia,HRV,2022,0
Czechia,CZE,1965,0
Czechia,CZE,1966,0
Czechia,CZE,1967,0
Czechia,CZE,1968,0
Czechia,CZE,1969,0
Czechia,CZE,1970,0
Czechia,CZE,1971,0
Czechia,CZE,1972,0
Czechia,CZE,1973,0
Czechia,CZE,1974,0
Czechia,CZE,1975,0
Czechia,CZE,1976,0
Czechia,CZE,1977,0
Czechia,CZE,1978,0
Czechia,CZE,1979,0
Czechia,CZE,1980,0
Czechia,CZE,1981,0
Czechia,CZE,1982,0
Czechia,CZE,1983,0.09303672
Czechia,CZE,1984,0.5577771
Czechia,CZE,1985,1.0770258
Czechia,CZE,1986,2.7324076
Czechia,CZE,1987,4.648146
Czechia,CZE,1988,5.1101027
Czechia,CZE,1989,5.540292
Czechia,CZE,1990,6.531415
Czechia,CZE,1991,6.91761
Czechia,CZE,1992,7.1969023
Czechia,CZE,1993,7.481126
Czechia,CZE,1994,7.8930864
Czechia,CZE,1995,7.137352
Czechia,CZE,1996,7.2500443
Czechia,CZE,1997,7.35029
Czechia,CZE,1998,7.9852843
Czechia,CZE,1999,8.441378
Czechia,CZE,2000,8.126771
Czechia,CZE,2001,8.568307
Czechia,CZE,2002,10.782364
Czechia,CZE,2003,13.992831
Czechia,CZE,2004,13.791254
Czechia,CZE,2005,13.07551
Czechia,CZE,2006,13.432363
Czechia,CZE,2007,13.560046
Czechia,CZE,2008,13.939386
Czechia,CZE,2009,14.79543
Czechia,CZE,2010,14.512777
Czechia,CZE,2011,14.9149685
Czechia,CZE,2012,15.97545
Czechia,CZE,2013,16.402435
Czechia,CZE,2014,16.425867
Czechia,CZE,2015,14.735261
Czechia,CZE,2016,13.334242
Czechia,CZE,2017,14.752414
Czechia,CZE,2018,15.534045
Czechia,CZE,2019,16.008862
Czechia,CZE,2020,17.10802
Czechia,CZE,2021,16.540333
Czechia,CZE,2022,16.716375
Denmark,DNK,1983,0
Denmark,DNK,1984,0
Denmark,DNK,1985,0
Denmark,DNK,1986,0
Denmark,DNK,1987,0
Denmark,DNK,1988,0
Denmark,DNK,1989,0
Denmark,DNK,1990,0
Denmark,DNK,1991,0
Denmark,DNK,1992,0
Denmark,DNK,1993,0
Denmark,DNK,1994,0
Denmark,DNK,1995,0
Denmark,DNK,1996,0
Denmark,DNK,1997,0
Denmark,DNK,1998,0
Denmark,DNK,1999,0
Denmark,DNK,2000,0
Denmark,DNK,2001,0
Denmark,DNK,2002,0
Denmark,DNK,2003,0
Denmark,DNK,2004,0
Denmark,DNK,2005,0
Denmark,DNK,2006,0
Denmark,DNK,2007,0
Denmark,DNK,2008,0
Denmark,DNK,2009,0
Denmark,DNK,2010,0
Denmark,DNK,2011,0
Denmark,DNK,2012,0
Denmark,DNK,2013,0
Denmark,DNK,2014,0
Denmark,DNK,2015,0
Denmark,DNK,2016,0
Denmark,DNK,2017,0
Denmark,DNK,2018,0
Denmark,DNK,2019,0
Denmark,DNK,2020,0
Denmark,DNK,2021,0
Denmark,DNK,2022,0
Eastern Africa (EI),,1985,0
Eastern Africa (EI),,1986,0
Eastern Africa (EI),,1987,0
Eastern Africa (EI),,1988,0
Eastern Africa (EI),,1989,0
Eastern Africa (EI),,1990,0
Eastern Africa (EI),,1991,0
Eastern Africa (EI),,1992,0
Eastern Africa (EI),,1993,0
Eastern Africa (EI),,1994,0
Eastern Africa (EI),,1995,0
Eastern Africa (EI),,1996,0
Eastern Africa (EI),,1997,0
Eastern Africa (EI),,1998,0
Eastern Africa (EI),,1999,0
Eastern Africa (EI),,2000,0
Eastern Africa (EI),,2012,0
Eastern Africa (EI),,2013,0
Eastern Africa (EI),,2014,0
Eastern Africa (EI),,2015,0
Eastern Africa (EI),,2016,0
Eastern Africa (EI),,2017,0
Eastern Africa (EI),,2018,0
Eastern Africa (EI),,2019,0
Eastern Africa (EI),,2020,0
Eastern Africa (EI),,2021,0
Eastern Africa (EI),,2022,0
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,0
Ecuador,ECU,1999,0
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2003,0
Ecuador,ECU,2004,0
Ecuador,ECU,2005,0
Ecuador,ECU,2006,0
Ecuador,ECU,2007,0
Ecuador,ECU,2008,0
Ecuador,ECU,2009,0
Ecuador,ECU,2010,0
Ecuador,ECU,2011,0
Ecuador,ECU,2012,0
Ecuador,ECU,2013,0
Ecuador,ECU,2014,0
Ecuador,ECU,2015,0
Ecuador,ECU,2016,0
Ecuador,ECU,2017,0
Ecuador,ECU,2018,0
Ecuador,ECU,2019,0
Ecuador,ECU,2020,0
Ecuador,ECU,2021,0
Ecuador,ECU,2022,0
Egypt,EGY,1965,0
Egypt,EGY,1966,0
Egypt,EGY,1967,0
Egypt,EGY,1968,0
Egypt,EGY,1969,0
Egypt,EGY,1970,0
Egypt,EGY,1971,0
Egypt,EGY,1972,0
Egypt,EGY,1973,0
Egypt,EGY,1974,0
Egypt,EGY,1975,0
Egypt,EGY,1976,0
Egypt,EGY,1977,0
Egypt,EGY,1978,0
Egypt,EGY,1979,0
Egypt,EGY,1980,0
Egypt,EGY,1981,0
Egypt,EGY,1982,0
Egypt,EGY,1983,0
Egypt,EGY,1984,0
Egypt,EGY,1985,0
Egypt,EGY,1986,0
Egypt,EGY,1987,0
Egypt,EGY,1988,0
Egypt,EGY,1989,0
Egypt,EGY,1990,0
Egypt,EGY,1991,0
Egypt,EGY,1992,0
Egypt,EGY,1993,0
Egypt,EGY,1994,0
Egypt,EGY,1995,0
Egypt,EGY,1996,0
Egypt,EGY,1997,0
Egypt,EGY,1998,0
Egypt,EGY,1999,0
Egypt,EGY,2000,0
Egypt,EGY,2001,0
Egypt,EGY,2002,0
Egypt,EGY,2003,0
Egypt,EGY,2004,0
Egypt,EGY,2005,0
Egypt,EGY,2006,0
Egypt,EGY,2007,0
Egypt,EGY,2008,0
Egypt,EGY,2009,0
Egypt,EGY,2010,0
Egypt,EGY,2011,0
Egypt,EGY,2012,0
Egypt,EGY,2013,0
Egypt,EGY,2014,0
Egypt,EGY,2015,0
Egypt,EGY,2016,0
Egypt,EGY,2017,0
Egypt,EGY,2018,0
Egypt,EGY,2019,0
Egypt,EGY,2020,0
Egypt,EGY,2021,0
Egypt,EGY,2022,0
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0
Estonia,EST,1996,0
Estonia,EST,1997,0
Estonia,EST,1998,0
Estonia,EST,1999,0
Estonia,EST,2000,0
Estonia,EST,2001,0
Estonia,EST,2002,0
Estonia,EST,2003,0
Estonia,EST,2004,0
Estonia,EST,2005,0
Estonia,EST,2006,0
Estonia,EST,2007,0
Estonia,EST,2008,0
Estonia,EST,2009,0
Estonia,EST,2010,0
Estonia,EST,2011,0
Estonia,EST,2012,0
Estonia,EST,2013,0
Estonia,EST,2014,0
Estonia,EST,2015,0
Estonia,EST,2016,0
Estonia,EST,2017,0
Estonia,EST,2018,0
Estonia,EST,2019,0
Estonia,EST,2020,0
Estonia,EST,2021,0
Estonia,EST,2022,0
Europe,,1965,0.3176716
Europe,,1966,0.39440012
Europe,,1967,0.43856004
Europe,,1968,0.47788605
Europe,,1969,0.5449073
Europe,,1970,0.5623244
Europe,,1971,0.62473476
Europe,,1972,0.8191276
Europe,,1973,0.8907015
Europe,,1974,1.0810287
Europe,,1975,1.4264321
Europe,,1976,1.6309378
Europe,,1977,1.9356747
Europe,,1978,2.0497918
Europe,,1979,2.2191715
Europe,,1980,2.6470616
Europe,,1981,3.4930177
Europe,,1982,3.8926914
Europe,,1983,4.46999
Europe,,1984,5.529608
Europe,,1985,6.751699
Europe,,1986,7.045486
Europe,,1987,7.295529
Europe,,1988,7.9171195
Europe,,1989,8.272923
Europe,,1990,8.177979
Europe,,1991,8.490781
Europe,,1992,8.866092
Europe,,1993,9.504639
Europe,,1994,9.630594
Europe,,1995,9.895844
Europe,,1996,10.411144
Europe,,1997,10.673875
Europe,,1998,10.494483
Europe,,1999,10.736211
Europe,,2000,10.767621
Europe,,2001,10.895834
Europe,,2002,11.057879
Europe,,2003,10.959231
Europe,,2004,10.854463
Europe,,2005,10.690134
Europe,,2006,10.51398
Europe,,2007,10.125846
Europe,,2008,10.108732
Europe,,2009,10.240803
Europe,,2010,10.086735
Europe,,2011,10.107929
Europe,,2012,9.887503
Europe,,2013,9.794762
Europe,,2014,10.158297
Europe,,2015,10.038084
Europe,,2016,9.63806
Europe,,2017,9.51613
Europe,,2018,9.361412
Europe,,2019,9.4611225
Europe,,2020,9.255501
Europe,,2021,9.243481
Europe,,2022,8.500656
Europe (EI),,1965,0.44982257
Europe (EI),,1966,0.5722332
Europe (EI),,1967,0.6439114
Europe (EI),,1968,0.6832011
Europe (EI),,1969,0.7744888
Europe (EI),,1970,0.78843355
Europe (EI),,1971,0.8763331
Europe (EI),,1972,1.110038
Europe (EI),,1973,1.156495
Europe (EI),,1974,1.3771659
Europe (EI),,1975,1.8569732
Europe (EI),,1976,2.050638
Europe (EI),,1977,2.3908594
Europe (EI),,1978,2.5896432
Europe (EI),,1979,2.783352
Europe (EI),,1980,3.3349023
Europe (EI),,1981,4.626286
Europe (EI),,1982,5.196092
Europe (EI),,1983,6.072919
Europe (EI),,1984,7.522355
Europe (EI),,1985,8.2827215
Europe (EI),,1986,8.6544
Europe (EI),,1987,8.825836
Europe (EI),,1988,9.6083145
Europe (EI),,1989,10.109425
Europe (EI),,1990,10.08717
Europe (EI),,1991,10.478924
Europe (EI),,1992,10.908079
Europe (EI),,1993,11.53178
Europe (EI),,1994,11.67001
Europe (EI),,1995,11.733686
Europe (EI),,1996,12.099003
Europe (EI),,1997,12.2556095
Europe (EI),,1998,12.054274
Europe (EI),,1999,12.202381
Europe (EI),,2000,12.157887
Europe (EI),,2001,12.326079
Europe (EI),,2002,12.453027
Europe (EI),,2003,12.259555
Europe (EI),,2004,12.19247
Europe (EI),,2005,11.923037
Europe (EI),,2006,11.724638
Europe (EI),,2007,11.198706
Europe (EI),,2008,11.174929
Europe (EI),,2009,11.236791
Europe (EI),,2010,11.043826
Europe (EI),,2011,11.15001
Europe (EI),,2012,10.82486
Europe (EI),,2013,10.733094
Europe (EI),,2014,11.152692
Europe (EI),,2015,10.7078495
Europe (EI),,2016,10.223584
Europe (EI),,2017,9.985516
Europe (EI),,2018,9.921674
Europe (EI),,2019,9.968573
Europe (EI),,2020,9.537357
Europe (EI),,2021,9.611864
Europe (EI),,2022,8.367635
European Union (27),,1965,0.13686492
European Union (27),,1966,0.16238812
European Union (27),,1967,0.18572594
European Union (27),,1968,0.20030788
European Union (27),,1969,0.27771118
European Union (27),,1970,0.3794861
European Union (27),,1971,0.48045897
European Union (27),,1972,0.71270436
European Union (27),,1973,0.7878362
European Union (27),,1974,0.9271832
European Union (27),,1975,1.5680227
European Union (27),,1976,1.7279146
European Union (27),,1977,2.0964468
European Union (27),,1978,2.416025
European Union (27),,1979,2.6122732
European Union (27),,1980,3.229818
European Union (27),,1981,4.780432
European Union (27),,1982,5.3488483
European Union (27),,1983,6.3395476
European Union (27),,1984,8.02577
European Union (27),,1985,9.377095
European Union (27),,1986,10.175969
European Union (27),,1987,10.382081
European Union (27),,1988,11.0740185
European Union (27),,1989,11.645708
European Union (27),,1990,11.828126
European Union (27),,1991,12.212738
European Union (27),,1992,12.467596
European Union (27),,1993,12.9414
European Union (27),,1994,12.953457
European Union (27),,1995,13.000844
European Union (27),,1996,13.249941
European Union (27),,1997,13.40842
European Union (27),,1998,13.174284
European Union (27),,1999,13.472994
European Union (27),,2000,13.5564
European Union (27),,2001,13.648955
European Union (27),,2002,13.8604145
European Union (27),,2003,13.578662
European Union (27),,2004,13.618887
European Union (27),,2005,13.350826
European Union (27),,2006,13.138368
European Union (27),,2007,12.607485
European Union (27),,2008,12.761113
European Union (27),,2009,12.570297
European Union (27),,2010,12.428265
European Union (27),,2011,12.491564
European Union (27),,2012,12.15635
European Union (27),,2013,12.09531
European Union (27),,2014,12.551271
European Union (27),,2015,11.922729
European Union (27),,2016,11.443269
European Union (27),,2017,11.092191
European Union (27),,2018,11.074484
European Union (27),,2019,11.265408
European Union (27),,2020,10.831998
European Union (27),,2021,10.972388
European Union (27),,2022,9.420978
Finland,FIN,1974,0
Finland,FIN,1975,0
Finland,FIN,1976,0
Finland,FIN,1977,3.1640697
Finland,FIN,1978,3.7396271
Finland,FIN,1979,7.1456394
Finland,FIN,1980,7.4766593
Finland,FIN,1981,15.463504
Finland,FIN,1982,17.912533
Finland,FIN,1983,19.103945
Finland,FIN,1984,19.520845
Finland,FIN,1985,18.794527
Finland,FIN,1986,18.599487
Finland,FIN,1987,18.192064
Finland,FIN,1988,18.225931
Finland,FIN,1989,17.717686
Finland,FIN,1990,16.86802
Finland,FIN,1991,16.738152
Finland,FIN,1992,16.57709
Finland,FIN,1993,17.005762
Finland,FIN,1994,15.792434
Finland,FIN,1995,16.387493
Finland,FIN,1996,15.9041195
Finland,FIN,1997,16.824707
Finland,FIN,1998,17.023794
Finland,FIN,1999,18.252615
Finland,FIN,2000,17.761837
Finland,FIN,2001,17.49802
Finland,FIN,2002,16.933708
Finland,FIN,2003,16.017912
Finland,FIN,2004,15.97308
Finland,FIN,2005,17.883545
Finland,FIN,2006,16.308067
Finland,FIN,2007,16.62915
Finland,FIN,2008,16.799854
Finland,FIN,2009,18.473196
Finland,FIN,2010,16.355463
Finland,FIN,2011,17.541145
Finland,FIN,2012,17.764927
Finland,FIN,2013,18.062222
Finland,FIN,2014,18.585579
Finland,FIN,2015,18.263952
Finland,FIN,2016,17.841534
Finland,FIN,2017,17.542223
Finland,FIN,2018,17.33386
Finland,FIN,2019,18.465342
Finland,FIN,2020,18.742918
Finland,FIN,2021,18.528868
Finland,FIN,2022,19.328007
France,FRA,1965,0.194345
France,FRA,1966,0.29510805
France,FRA,1967,0.41275114
France,FRA,1968,0.581042
France,FRA,1969,0.61525667
France,FRA,1970,0.8986743
France,FRA,1971,1.4119526
France,FRA,1972,2.0658839
France,FRA,1973,1.9235859
France,FRA,1974,1.9531982
France,FRA,1975,2.5719426
France,FRA,1976,2.0891435
France,FRA,1977,2.3443518
France,FRA,1978,3.808715
France,FRA,1979,4.854645
France,FRA,1980,7.53303
France,FRA,1981,13.080229
France,FRA,1982,14.044781
France,FRA,1983,18.15049
France,FRA,1984,23.2767
France,FRA,1985,26.423342
France,FRA,1986,29.239977
France,FRA,1987,29.993069
France,FRA,1988,30.712566
France,FRA,1989,33.45373
France,FRA,1990,33.53118
France,FRA,1991,33.27887
France,FRA,1992,33.709965
France,FRA,1993,36.665623
France,FRA,1994,36.29672
France,FRA,1995,37.15405
France,FRA,1996,37.732853
France,FRA,1997,38.07375
France,FRA,1998,36.515873
France,FRA,1999,36.460148
France,FRA,2000,37.911526
France,FRA,2001,37.739025
France,FRA,2002,39.295826
France,FRA,2003,39.027363
France,FRA,2004,39.088554
France,FRA,2005,39.356525
France,FRA,2006,39.308205
France,FRA,2007,38.83513
France,FRA,2008,38.449413
France,FRA,2009,37.733723
France,FRA,2010,38.073338
France,FRA,2011,40.63009
France,FRA,2012,38.848984
France,FRA,2013,38.098328
France,FRA,2014,40.731968
France,FRA,2015,40.325798
France,FRA,2016,37.59569
France,FRA,2017,37.200516
France,FRA,2018,37.638332
France,FRA,2019,37.02672
France,FRA,2020,36.332573
France,FRA,2021,36.47929
France,FRA,2022,31.647501
Germany,DEU,1965,0.011180748
Germany,DEU,1966,0.02525835
Germany,DEU,1967,0.11705796
Germany,DEU,1968,0.15805675
Germany,DEU,1969,0.40964094
Germany,DEU,1970,0.51029456
Germany,DEU,1971,0.48408723
Germany,DEU,1972,0.71663713
Germany,DEU,1973,0.8614975
Germany,DEU,1974,1.04715
Germany,DEU,1975,1.8193837
Germany,DEU,1976,2.086192
Germany,DEU,1977,2.9212904
Germany,DEU,1978,2.9981933
Germany,DEU,1979,3.3706467
Germany,DEU,1980,3.7208297
Germany,DEU,1981,4.5273995
Germany,DEU,1982,5.3295994
Germany,DEU,1983,5.512114
Germany,DEU,1984,7.103472
Germany,DEU,1985,9.169366
Germany,DEU,1986,8.702531
Germany,DEU,1987,9.371477
Germany,DEU,1988,10.334494
Germany,DEU,1989,10.768156
Germany,DEU,1990,10.320965
Germany,DEU,1991,10.224547
Germany,DEU,1992,11.238698
Germany,DEU,1993,10.91208
Germany,DEU,1994,10.850116
Germany,DEU,1995,11.000846
Germany,DEU,1996,11.168936
Germany,DEU,1997,11.924152
Germany,DEU,1998,11.407574
Germany,DEU,1999,12.170595
Germany,DEU,2000,12.067149
Germany,DEU,2001,11.886486
Germany,DEU,2002,11.508927
Germany,DEU,2003,11.453849
Germany,DEU,2004,11.520799
Germany,DEU,2005,11.305255
Germany,DEU,2006,11.248451
Germany,DEU,2007,9.79398
Germany,DEU,2008,10.196054
Germany,DEU,2009,9.793696
Germany,DEU,2010,9.730883
Germany,DEU,2011,7.702846
Germany,DEU,2012,6.9564095
Germany,DEU,2013,6.5772586
Germany,DEU,2014,6.8050942
Germany,DEU,2015,6.2734694
Germany,DEU,2016,5.6576023
Germany,DEU,2017,5.0072136
Germany,DEU,2018,5.0844984
Germany,DEU,2019,5.1357646
Germany,DEU,2020,4.705826
Germany,DEU,2021,4.890388
Germany,DEU,2022,2.541131
Greece,GRC,1982,0
Greece,GRC,1983,0
Greece,GRC,1984,0
Greece,GRC,1985,0
Greece,GRC,1986,0
Greece,GRC,1987,0
Greece,GRC,1988,0
Greece,GRC,1989,0
Greece,GRC,1990,0
Greece,GRC,1991,0
Greece,GRC,1992,0
Greece,GRC,1993,0
Greece,GRC,1994,0
Greece,GRC,1995,0
Greece,GRC,1996,0
Greece,GRC,1997,0
Greece,GRC,1998,0
Greece,GRC,1999,0
Greece,GRC,2000,0
Greece,GRC,2001,0
Greece,GRC,2002,0
Greece,GRC,2003,0
Greece,GRC,2004,0
Greece,GRC,2005,0
Greece,GRC,2006,0
Greece,GRC,2007,0
Greece,GRC,2008,0
Greece,GRC,2009,0
Greece,GRC,2010,0
Greece,GRC,2011,0
Greece,GRC,2012,0
Greece,GRC,2013,0
Greece,GRC,2014,0
Greece,GRC,2015,0
Greece,GRC,2016,0
Greece,GRC,2017,0
Greece,GRC,2018,0
Greece,GRC,2019,0
Greece,GRC,2020,0
Greece,GRC,2021,0
Greece,GRC,2022,0
High-income countries,,1965,0.21770808
High-income countries,,1966,0.2836726
High-income countries,,1967,0.32604355
High-income countries,,1968,0.3868491
High-income countries,,1969,0.42522874
High-income countries,,1970,0.51350456
High-income countries,,1971,0.7054274
High-income countries,,1972,0.9176652
High-income countries,,1973,1.1515708
High-income countries,,1974,1.5022026
High-income countries,,1975,2.1265945
High-income countries,,1976,2.3209805
High-income countries,,1977,2.820899
High-income countries,,1978,3.215915
High-income countries,,1979,3.2244244
High-income countries,,1980,3.5866518
High-income countries,,1981,4.316271
High-income countries,,1982,4.7758145
High-income countries,,1983,5.3811474
High-income countries,,1984,6.162222
High-income countries,,1985,7.2238064
High-income countries,,1986,7.7292695
High-income countries,,1987,8.110547
High-income countries,,1988,8.433729
High-income countries,,1989,8.593546
High-income countries,,1990,8.861199
High-income countries,,1991,9.273572
High-income countries,,1992,9.277328
High-income countries,,1993,9.478014
High-income countries,,1994,9.55035
High-income countries,,1995,9.677122
High-income countries,,1996,9.652412
High-income countries,,1997,9.453711
High-income countries,,1998,9.639573
High-income countries,,1999,9.824795
High-income countries,,2000,9.786932
High-income countries,,2001,9.968352
High-income countries,,2002,9.916559
High-income countries,,2003,9.402732
High-income countries,,2004,9.592649
High-income countries,,2005,9.473772
High-income countries,,2006,9.463213
High-income countries,,2007,9.080479
High-income countries,,2008,9.021512
High-income countries,,2009,9.244671
High-income countries,,2010,9.00451
High-income countries,,2011,8.462398
High-income countries,,2012,7.7090845
High-income countries,,2013,7.6187944
High-income countries,,2014,7.6638713
High-income countries,,2015,7.4888935
High-income countries,,2016,7.3873615
High-income countries,,2017,7.2055535
High-income countries,,2018,7.110013
High-income countries,,2019,7.2815
High-income countries,,2020,7.3198423
High-income countries,,2021,7.1347475
High-income countries,,2022,6.635682
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2008,0
Hong Kong,HKG,2009,0
Hong Kong,HKG,2010,0
Hong Kong,HKG,2011,0
Hong Kong,HKG,2012,0
Hong Kong,HKG,2013,0
Hong Kong,HKG,2014,0
Hong Kong,HKG,2015,0
Hong Kong,HKG,2016,0
Hong Kong,HKG,2017,0
Hong Kong,HKG,2018,0
Hong Kong,HKG,2019,0
Hong Kong,HKG,2020,0
Hong Kong,HKG,2021,0
Hong Kong,HKG,2022,0
Hungary,HUN,1965,0
Hungary,HUN,1966,0
Hungary,HUN,1967,0
Hungary,HUN,1968,0
Hungary,HUN,1969,0
Hungary,HUN,1970,0
