Entity,Code,Year,Gas (% equivalent primary energy)
France,FRA,2004,14.725006
France,FRA,2005,15.135315
France,FRA,2006,14.735727
France,FRA,2007,14.568946
France,FRA,2008,15.051183
France,FRA,2009,15.371643
France,FRA,2010,16.53397
France,FRA,2011,14.925183
France,FRA,2012,15.4257555
France,FRA,2013,15.521495
France,FRA,2014,13.607986
France,FRA,2015,14.537935
France,FRA,2016,16.163359
France,FRA,2017,16.36963
France,FRA,2018,15.379463
France,FRA,2019,16.017859
France,FRA,2020,16.535198
France,FRA,2021,16.483187
France,FRA,2022,16.469236
Germany,DEU,1965,1.0432003
Germany,DEU,1966,1.2505846
Germany,DEU,1967,1.6160889
Germany,DEU,1968,2.4876807
Germany,DEU,1969,3.2843177
Germany,DEU,1970,4.423617
Germany,DEU,1971,5.7917233
Germany,DEU,1972,7.2469025
Germany,DEU,1973,8.836199
Germany,DEU,1974,11.249664
Germany,DEU,1975,12.355826
Germany,DEU,1976,12.255421
Germany,DEU,1977,13.04633
Germany,DEU,1978,13.497096
Germany,DEU,1979,14.133948
Germany,DEU,1980,14.406597
Germany,DEU,1981,14.217324
Germany,DEU,1982,13.674768
Germany,DEU,1983,14.01871
Germany,DEU,1984,14.118134
Germany,DEU,1985,13.55354
Germany,DEU,1986,13.6273775
Germany,DEU,1987,14.649055
Germany,DEU,1988,14.372622
Germany,DEU,1989,14.866898
Germany,DEU,1990,15.190503
Germany,DEU,1991,16.359112
Germany,DEU,1992,16.50215
Germany,DEU,1993,17.539988
Germany,DEU,1994,18.029747
Germany,DEU,1995,19.557575
Germany,DEU,1996,21.187109
Germany,DEU,1997,20.503212
Germany,DEU,1998,20.863861
Germany,DEU,1999,21.09696
Germany,DEU,2000,20.792593
Germany,DEU,2001,21.524124
Germany,DEU,2002,21.76441
Germany,DEU,2003,22.03531
Germany,DEU,2004,22.150478
Germany,DEU,2005,22.783106
Germany,DEU,2006,22.648495
Germany,DEU,2007,22.765612
Germany,DEU,2008,22.746717
Germany,DEU,2009,22.86728
Germany,DEU,2010,22.892595
Germany,DEU,2011,21.791897
Germany,DEU,2012,21.560843
Germany,DEU,2013,21.965595
Germany,DEU,2014,19.915325
Germany,DEU,2015,20.353476
Germany,DEU,2016,22.088816
Germany,DEU,2017,22.539387
Germany,DEU,2018,22.621302
Germany,DEU,2019,24.147446
Germany,DEU,2020,25.263485
Germany,DEU,2021,25.843828
Germany,DEU,2022,22.623978
Greece,GRC,1982,0.4234796
Greece,GRC,1983,0.40140036
Greece,GRC,1984,0.42292723
Greece,GRC,1985,0.37628356
Greece,GRC,1986,0.51438683
Greece,GRC,1987,0.5370119
Greece,GRC,1988,0.61003387
Greece,GRC,1989,0.56754667
Greece,GRC,1990,0.55914736
Greece,GRC,1991,0.54445845
Greece,GRC,1992,0.49440622
Greece,GRC,1993,0.35986322
Greece,GRC,1994,0.18101157
Greece,GRC,1995,0.16106679
Greece,GRC,1996,0.1764929
Greece,GRC,1997,0.59535617
Greece,GRC,1998,2.2958813
Greece,GRC,1999,4.1171427
Greece,GRC,2000,5.2544603
Greece,GRC,2001,5.1445403
Greece,GRC,2002,5.527834
Greece,GRC,2003,5.904907
Greece,GRC,2004,6.492372
Greece,GRC,2005,6.5145397
Greece,GRC,2006,7.462329
Greece,GRC,2007,9.268578
Greece,GRC,2008,10.940577
Greece,GRC,2009,9.539083
Greece,GRC,2010,10.950178
Greece,GRC,2011,13.762994
Greece,GRC,2012,13.445284
Greece,GRC,2013,12.626171
Greece,GRC,2014,10.263703
Greece,GRC,2015,10.947708
Greece,GRC,2016,14.470455
Greece,GRC,2017,16.627502
Greece,GRC,2018,16.186064
Greece,GRC,2019,18.172749
Greece,GRC,2020,22.903542
Greece,GRC,2021,23.07448
Greece,GRC,2022,19.621572
High-income countries,,1965,15.598451
High-income countries,,1966,16.118702
High-income countries,,1967,16.55094
High-income countries,,1968,16.999264
High-income countries,,1969,17.591108
High-income countries,,1970,18.079487
High-income countries,,1971,18.72468
High-income countries,,1972,18.772987
High-income countries,,1973,18.273493
High-income countries,,1974,18.687654
High-income countries,,1975,18.481106
High-income countries,,1976,18.24017
High-income countries,,1977,18.011103
High-income countries,,1978,17.877378
High-income countries,,1979,18.214928
High-income countries,,1980,18.620047
High-income countries,,1981,18.743914
High-income countries,,1982,18.481218
High-income countries,,1983,17.998753
High-income countries,,1984,18.566677
High-income countries,,1985,18.26087
High-income countries,,1986,17.699093
High-income countries,,1987,18.128342
High-income countries,,1988,18.121012
High-income countries,,1989,18.723593
High-income countries,,1990,18.943771
High-income countries,,1991,19.367504
High-income countries,,1992,19.642803
High-income countries,,1993,20.065317
High-income countries,,1994,20.172344
High-income countries,,1995,20.68566
High-income countries,,1996,21.044168
High-income countries,,1997,21.016104
High-income countries,,1998,21.06226
High-income countries,,1999,21.26875
High-income countries,,2000,21.694021
High-income countries,,2001,21.649683
High-income countries,,2002,21.964827
High-income countries,,2003,22.063095
High-income countries,,2004,22.065357
High-income countries,,2005,22.179028
High-income countries,,2006,22.179512
High-income countries,,2007,22.800463
High-income countries,,2008,23.508993
High-income countries,,2009,23.803122
High-income countries,,2010,24.530922
High-income countries,,2011,24.729378
High-income countries,,2012,25.598505
High-income countries,,2013,25.76528
High-income countries,,2014,25.497448
High-income countries,,2015,26.089865
High-income countries,,2016,26.46982
High-income countries,,2017,26.50344
High-income countries,,2018,27.40578
High-income countries,,2019,28.34644
High-income countries,,2020,29.693941
High-income countries,,2021,29.056982
High-income countries,,2022,28.73487
Hong Kong,HKG,1995,0.16822347
Hong Kong,HKG,1996,10.669788
Hong Kong,HKG,1997,16.46838
Hong Kong,HKG,1998,15.156036
Hong Kong,HKG,1999,16.501085
Hong Kong,HKG,2008,10.528732
Hong Kong,HKG,2009,9.364365
Hong Kong,HKG,2010,11.191111
Hong Kong,HKG,2011,8.6919775
Hong Kong,HKG,2012,8.32863
Hong Kong,HKG,2013,7.6397195
Hong Kong,HKG,2014,7.5244994
Hong Kong,HKG,2015,9.328279
Hong Kong,HKG,2016,9.329848
Hong Kong,HKG,2017,8.668107
Hong Kong,HKG,2018,8.296807
Hong Kong,HKG,2019,9.038825
Hong Kong,HKG,2020,19.150915
Hong Kong,HKG,2021,19.831259
Hong Kong,HKG,2022,20.67862
Hungary,HUN,1965,7.350842
Hungary,HUN,1966,8.991782
Hungary,HUN,1967,12.0937195
Hungary,HUN,1968,14.670332
Hungary,HUN,1969,16.308918
Hungary,HUN,1970,16.976305
Hungary,HUN,1971,17.12167
Hungary,HUN,1972,17.899118
Hungary,HUN,1973,19.628405
Hungary,HUN,1974,20.28388
Hungary,HUN,1975,21.282618
Hungary,HUN,1976,23.92022
Hungary,HUN,1977,24.516415
Hungary,HUN,1978,25.102407
Hungary,HUN,1979,26.77776
Hungary,HUN,1980,28.809378
Hungary,HUN,1981,29.76982
Hungary,HUN,1982,30.953342
Hungary,HUN,1983,31.399683
Hungary,HUN,1984,31.133165
Hungary,HUN,1985,30.79583
Hungary,HUN,1986,32.819237
Hungary,HUN,1987,31.188545
Hungary,HUN,1988,31.577223
Hungary,HUN,1989,33.024036
Hungary,HUN,1990,32.067173
Hungary,HUN,1991,34.04738
Hungary,HUN,1992,31.196058
Hungary,HUN,1993,34.87208
Hungary,HUN,1994,34.62673
Hungary,HUN,1995,37.204914
Hungary,HUN,1996,40.739853
Hungary,HUN,1997,39.59152
Hungary,HUN,1998,39.27715
Hungary,HUN,1999,39.813618
Hungary,HUN,2000,39.99542
Hungary,HUN,2001,43.305126
Hungary,HUN,2002,44.756573
Hungary,HUN,2003,48.607937
Hungary,HUN,2004,47.14459
Hungary,HUN,2005,45.654945
Hungary,HUN,2006,44.1111
Hungary,HUN,2007,41.765614
Hungary,HUN,2008,41.791073
Hungary,HUN,2009,39.03224
Hungary,HUN,2010,41.08821
Hungary,HUN,2011,40.500877
Hungary,HUN,2012,38.786747
Hungary,HUN,2013,38.14521
Hungary,HUN,2014,34.07753
Hungary,HUN,2015,34.69837
Hungary,HUN,2016,36.541733
Hungary,HUN,2017,36.88964
Hungary,HUN,2018,35.48055
Hungary,HUN,2019,35.810368
Hungary,HUN,2020,37.70604
Hungary,HUN,2021,38.066284
Hungary,HUN,2022,34.543106
Iceland,ISL,2007,0
India,IND,1965,0.3830034
India,IND,1966,0.41716987
India,IND,1967,0.54049194
India,IND,1968,0.5616879
India,IND,1969,0.60799855
India,IND,1970,0.8286143
India,IND,1971,0.84420127
India,IND,1972,0.8800421
India,IND,1973,0.8597741
India,IND,1974,0.91859317
India,IND,1975,1.0936922
India,IND,1976,1.2667902
India,IND,1977,1.2790846
India,IND,1978,1.374236
India,IND,1979,1.6195459
India,IND,1980,0.9298409
India,IND,1981,1.4660944
India,IND,1982,1.9411385
India,IND,1983,2.1962028
India,IND,1984,2.3545976
India,IND,1985,2.7286055
India,IND,1986,3.5621948
India,IND,1987,3.859271
India,IND,1988,4.1535354
India,IND,1989,4.521041
India,IND,1990,5.0387836
India,IND,1991,5.318202
India,IND,1992,5.6545153
India,IND,1993,5.6061516
India,IND,1994,5.7512593
India,IND,1995,6.1009483
India,IND,1996,6.403012
India,IND,1997,6.5967307
India,IND,1998,6.825017
India,IND,1999,6.7962937
India,IND,2000,6.802359
India,IND,2001,6.791867
India,IND,2002,6.8691463
India,IND,2003,7.099487
India,IND,2004,7.0542974
India,IND,2005,7.456243
India,IND,2006,7.397784
India,IND,2007,7.3740153
India,IND,2008,7.1782165
India,IND,2009,8.203121
India,IND,2010,9.441459
India,IND,2011,9.153454
India,IND,2012,8.022838
India,IND,2013,6.833914
India,IND,2014,6.3343496
India,IND,2015,6.034367
India,IND,2016,6.135317
India,IND,2017,6.2367435
India,IND,2018,6.386194
India,IND,2019,6.3635325
India,IND,2020,6.8426886
India,IND,2021,6.47747
India,IND,2022,5.747445
Indonesia,IDN,1965,6.0047793
Indonesia,IDN,1966,6.170133
Indonesia,IDN,1967,7.628058
Indonesia,IDN,1968,7.265964
Indonesia,IDN,1969,12.134908
Indonesia,IDN,1970,11.757984
Indonesia,IDN,1971,12.480564
Indonesia,IDN,1972,11.543159
Indonesia,IDN,1973,6.6626325
Indonesia,IDN,1974,8.758552
Indonesia,IDN,1975,14.787931
Indonesia,IDN,1976,14.200699
Indonesia,IDN,1977,22.851606
Indonesia,IDN,1978,23.48042
Indonesia,IDN,1979,26.618206
Indonesia,IDN,1980,23.348145
Indonesia,IDN,1981,21.746456
Indonesia,IDN,1982,20.264917
Indonesia,IDN,1983,25.676981
Indonesia,IDN,1984,27.23618
Indonesia,IDN,1985,30.3774
Indonesia,IDN,1986,30.678383
Indonesia,IDN,1987,30.068731
Indonesia,IDN,1988,30.239126
Indonesia,IDN,1989,30.531818
Indonesia,IDN,1990,28.613182
Indonesia,IDN,1991,30.276485
Indonesia,IDN,1992,30.075022
Indonesia,IDN,1993,29.939556
Indonesia,IDN,1994,33.868885
Indonesia,IDN,1995,32.815083
Indonesia,IDN,1996,31.86051
Indonesia,IDN,1997,30.62265
Indonesia,IDN,1998,30.03203
Indonesia,IDN,1999,29.89159
Indonesia,IDN,2000,28.365253
Indonesia,IDN,2001,27.388304
Indonesia,IDN,2002,28.985844
Indonesia,IDN,2003,28.48656
Indonesia,IDN,2004,26.32041
Indonesia,IDN,2005,25.710955
Indonesia,IDN,2006,25.776049
Indonesia,IDN,2007,22.419325
Indonesia,IDN,2008,25.395998
Indonesia,IDN,2009,26.220966
Indonesia,IDN,2010,25.346188
Indonesia,IDN,2011,23.27682
Indonesia,IDN,2012,22.672499
Indonesia,IDN,2013,24.320406
Indonesia,IDN,2014,23.755466
Indonesia,IDN,2015,24.30194
Indonesia,IDN,2016,23.633148
Indonesia,IDN,2017,22.11345
Indonesia,IDN,2018,20.771677
Indonesia,IDN,2019,19.259083
Indonesia,IDN,2020,17.758823
Indonesia,IDN,2021,17.207283
Indonesia,IDN,2022,13.633941
Iran,IRN,1965,8.030883
Iran,IRN,1966,7.725321
Iran,IRN,1967,7.3620625
Iran,IRN,1968,7.1526623
Iran,IRN,1969,7.647263
Iran,IRN,1970,15.372422
Iran,IRN,1971,16.243328
Iran,IRN,1972,16.399162
Iran,IRN,1973,16.66609
Iran,IRN,1974,14.944517
Iran,IRN,1975,13.08429
Iran,IRN,1976,13.096794
Iran,IRN,1977,11.828403
Iran,IRN,1978,9.369263
Iran,IRN,1979,11.626562
Iran,IRN,1980,11.169424
Iran,IRN,1981,12.092261
Iran,IRN,1982,14.67361
Iran,IRN,1983,14.124317
Iran,IRN,1984,15.214184
Iran,IRN,1985,15.042419
Iran,IRN,1986,15.424969
Iran,IRN,1987,17.613598
Iran,IRN,1988,18.750536
Iran,IRN,1989,21.660706
Iran,IRN,1990,28.101795
Iran,IRN,1991,30.141073
Iran,IRN,1992,31.351492
Iran,IRN,1993,18.332722
Iran,IRN,1994,25.878965
Iran,IRN,1995,30.122572
Iran,IRN,1996,32.565754
Iran,IRN,1997,33.514214
Iran,IRN,1998,37.418938
Iran,IRN,1999,41.284134
Iran,IRN,2000,42.56211
Iran,IRN,2001,44.588734
Iran,IRN,2002,48.095104
Iran,IRN,2003,48.4706
Iran,IRN,2004,50.90511
Iran,IRN,2005,50.016445
Iran,IRN,2006,49.891747
Iran,IRN,2007,52.59657
Iran,IRN,2008,54.139828
Iran,IRN,2009,56.653214
Iran,IRN,2010,59.625744
Iran,IRN,2011,60.562073
Iran,IRN,2012,59.634132
Iran,IRN,2013,58.09641
Iran,IRN,2014,62.90229
Iran,IRN,2015,67.02535
Iran,IRN,2016,68.19488
Iran,IRN,2017,68.652954
Iran,IRN,2018,68.87354
Iran,IRN,2019,67.033066
Iran,IRN,2020,70.07764
Iran,IRN,2021,70.35701
Iran,IRN,2022,67.79209
Iraq,IRQ,2017,19.11197
Iraq,IRQ,2018,24.145964
Iraq,IRQ,2019,30.393114
Ireland,IRL,1979,2.6615977
Ireland,IRL,1980,8.031662
Ireland,IRL,1981,12.376138
Ireland,IRL,1982,18.292797
Ireland,IRL,1983,20.077736
Ireland,IRL,1984,21.50117
Ireland,IRL,1985,21.099258
Ireland,IRL,1986,13.779065
Ireland,IRL,1987,13.571772
Ireland,IRL,1988,16.3591
Ireland,IRL,1989,18.00708
Ireland,IRL,1990,18.517424
Ireland,IRL,1991,18.262445
Ireland,IRL,1992,17.98121
Ireland,IRL,1993,20.005745
Ireland,IRL,1994,19.523148
Ireland,IRL,1995,20.358042
Ireland,IRL,1996,21.90984
Ireland,IRL,1997,22.161848
Ireland,IRL,1998,20.82647
Ireland,IRL,1999,21.097914
Ireland,IRL,2000,23.099136
Ireland,IRL,2001,22.80062
Ireland,IRL,2002,23.637852
Ireland,IRL,2003,24.061659
Ireland,IRL,2004,23.555084
Ireland,IRL,2005,21.489424
Ireland,IRL,2006,23.6258
Ireland,IRL,2007,25.25514
Ireland,IRL,2008,26.584852
Ireland,IRL,2009,28.058996
Ireland,IRL,2010,30.663208
Ireland,IRL,2011,28.244791
Ireland,IRL,2012,28.007269
Ireland,IRL,2013,27.074465
Ireland,IRL,2014,26.30319
Ireland,IRL,2015,25.164131
Ireland,IRL,2016,27.089941
Ireland,IRL,2017,27.514645
Ireland,IRL,2018,27.940754
Ireland,IRL,2019,28.370296
Ireland,IRL,2020,30.120087
Ireland,IRL,2021,28.396112
Ireland,IRL,2022,27.414497
Israel,ISR,1980,0.019915506
Israel,ISR,1981,0.020733211
Israel,ISR,1982,0.42716324
Israel,ISR,1983,0.60478413
Israel,ISR,1984,0.50748193
Israel,ISR,1985,0.5149089
Israel,ISR,1986,0.36699814
Israel,ISR,1987,0.38992608
Israel,ISR,1988,0.3339138
Israel,ISR,1989,0.2929965
Israel,ISR,1990,0.2439695
Israel,ISR,1991,0.1997155
Israel,ISR,1992,0.14636417
Israel,ISR,1993,0.13428886
Israel,ISR,1994,0.118875295
Israel,ISR,1995,0.123198226
Israel,ISR,1996,0.07465299
Israel,ISR,1997,0.08150636
Israel,ISR,1998,0.04868408
Israel,ISR,1999,0.042253613
Israel,ISR,2000,0.04030547
Israel,ISR,2001,0.042242855
Israel,ISR,2002,0.03696485
Israel,ISR,2003,0.032580957
Israel,ISR,2004,4.677649
Israel,ISR,2005,6.4149485
Israel,ISR,2006,8.907787
Israel,ISR,2007,10.275718
Israel,ISR,2008,13.738704
Israel,ISR,2009,15.676552
Israel,ISR,2010,19.25757
Israel,ISR,2011,17.558441
Israel,ISR,2012,8.629482
Israel,ISR,2013,24.781057
Israel,ISR,2014,27.740881
Israel,ISR,2015,29.209917
Israel,ISR,2016,32.88299
Israel,ISR,2017,34.47582
Israel,ISR,2018,36.075455
Israel,ISR,2019,35.666935
Israel,ISR,2020,39.58277
Israel,ISR,2021,40.199825
Israel,ISR,2022,37.1187
Italy,ITA,1965,7.942918
Italy,ITA,1966,7.985808
Italy,ITA,1967,8.054517
Italy,ITA,1968,8.753802
Italy,ITA,1969,8.929826
Italy,ITA,1970,8.72619
Italy,ITA,1971,8.562034
Italy,ITA,1972,9.36235
Italy,ITA,1973,10.077422
Italy,ITA,1974,11.337305
Italy,ITA,1975,13.345012
Italy,ITA,1976,15.310651
Italy,ITA,1977,15.585287
Italy,ITA,1978,14.986313
Italy,ITA,1979,14.929869
Italy,ITA,1980,15.208542
Italy,ITA,1981,15.062504
Italy,ITA,1982,15.314311
Italy,ITA,1983,16.08601
Italy,ITA,1984,18.660126
Italy,ITA,1985,19.057146
Italy,ITA,1986,19.617798
Italy,ITA,1987,21.131683
Italy,ITA,1988,22.373562
Italy,ITA,1989,23.52283
Italy,ITA,1990,24.48993
Italy,ITA,1991,25.224703
Italy,ITA,1992,25.09459
Italy,ITA,1993,26.158777
Italy,ITA,1994,25.335022
Italy,ITA,1995,26.818142
Italy,ITA,1996,27.676273
Italy,ITA,1997,28.248728
Italy,ITA,1998,29.730495
Italy,ITA,1999,31.428322
Italy,ITA,2000,32.334103
Italy,ITA,2001,32.449764
Italy,ITA,2002,32.44908
Italy,ITA,2003,34.67007
Italy,ITA,2004,35.195053
Italy,ITA,2005,37.618248
Italy,ITA,2006,37.011993
Italy,ITA,2007,37.916557
Italy,ITA,2008,38.283688
Italy,ITA,2009,37.692017
Italy,ITA,2010,38.861214
Italy,ITA,2011,37.146805
Italy,ITA,2012,36.708378
Italy,ITA,2013,35.908974
Italy,ITA,2014,33.462475
Italy,ITA,2015,35.440067
Italy,ITA,2016,37.073753
Italy,ITA,2017,38.83565
Italy,ITA,2018,37.33955
Italy,ITA,2019,38.905437
Italy,ITA,2020,40.93626
Italy,ITA,2021,41.10262
Italy,ITA,2022,38.24104
Japan,JPN,1965,1.0014182
Japan,JPN,1966,0.9305363
Japan,JPN,1967,0.8410282
Japan,JPN,1968,0.8209121
Japan,JPN,1969,0.7968764
Japan,JPN,1970,1.09194
Japan,JPN,1971,1.0994616
Japan,JPN,1972,1.0499532
Japan,JPN,1973,1.3168926
Japan,JPN,1974,1.7912517
Japan,JPN,1975,2.245724
Japan,JPN,1976,2.5972838
Japan,JPN,1977,3.1498957
Japan,JPN,1978,4.243817
Japan,JPN,1979,4.843807
Japan,JPN,1980,5.9049034
Japan,JPN,1981,6.0007973
Japan,JPN,1982,6.3893228
Japan,JPN,1983,6.784401
Japan,JPN,1984,8.411085
Japan,JPN,1985,8.9398985
Japan,JPN,1986,9.083947
Japan,JPN,1987,9.1326685
Japan,JPN,1988,9.108286
Japan,JPN,1989,9.146503
Japan,JPN,1990,9.641554
Japan,JPN,1991,9.969832
Japan,JPN,1992,10.258061
Japan,JPN,1993,10.175798
Japan,JPN,1994,10.489901
Japan,JPN,1995,10.156808
Japan,JPN,1996,10.631636
Japan,JPN,1997,10.827189
Japan,JPN,1998,11.38163
Japan,JPN,1999,11.761381
Japan,JPN,2000,12.120995
Japan,JPN,2001,12.57055
Japan,JPN,2002,12.280462
Japan,JPN,2003,13.532474
Japan,JPN,2004,12.914192
Japan,JPN,2005,13.208924
Japan,JPN,2006,14.170992
Japan,JPN,2007,15.430776
Japan,JPN,2008,16.317406
Japan,JPN,2009,16.687923
Japan,JPN,2010,16.916708
Japan,JPN,2011,20.020315
Japan,JPN,2012,22.190765
Japan,JPN,2013,22.412004
Japan,JPN,2014,23.219824
Japan,JPN,2015,22.414257
Japan,JPN,2016,22.265392
Japan,JPN,2017,22.10486
Japan,JPN,2018,21.98048
Japan,JPN,2019,21.031807
Japan,JPN,2020,21.8619
Japan,JPN,2021,20.789448
Japan,JPN,2022,20.277302
Kazakhstan,KAZ,1985,11.335508
Kazakhstan,KAZ,1986,13.417983
Kazakhstan,KAZ,1987,13.708168
Kazakhstan,KAZ,1988,13.791063
Kazakhstan,KAZ,1989,14.468932
Kazakhstan,KAZ,1990,15.243864
Kazakhstan,KAZ,1991,16.02091
Kazakhstan,KAZ,1992,16.690454
Kazakhstan,KAZ,1993,18.123882
Kazakhstan,KAZ,1994,14.784269
Kazakhstan,KAZ,1995,18.900112
Kazakhstan,KAZ,1996,18.154856
Kazakhstan,KAZ,1997,16.161463
Kazakhstan,KAZ,1998,17.004677
Kazakhstan,KAZ,1999,20.485075
Kazakhstan,KAZ,2000,12.927609
Kazakhstan,KAZ,2001,9.834887
Kazakhstan,KAZ,2002,9.689568
Kazakhstan,KAZ,2003,10.078479
Kazakhstan,KAZ,2004,10.602297
Kazakhstan,KAZ,2005,11.938572
Kazakhstan,KAZ,2006,12.179944
Kazakhstan,KAZ,2007,13.412574
Kazakhstan,KAZ,2008,13.407209
Kazakhstan,KAZ,2009,14.132874
Kazakhstan,KAZ,2010,14.252872
Kazakhstan,KAZ,2011,14.160951
Kazakhstan,KAZ,2012,14.639957
Kazakhstan,KAZ,2013,15.18421
Kazakhstan,KAZ,2014,19.18082
Kazakhstan,KAZ,2015,21.492935
Kazakhstan,KAZ,2016,20.81137
Kazakhstan,KAZ,2017,21.534893
Kazakhstan,KAZ,2018,20.758562
Kazakhstan,KAZ,2019,24.206066
Kazakhstan,KAZ,2020,23.497694
Kazakhstan,KAZ,2021,26.531809
Kazakhstan,KAZ,2022,25.041092
Latvia,LVA,1985,19.856274
Latvia,LVA,1986,22.34547
Latvia,LVA,1987,25.471004
Latvia,LVA,1988,29.063225
Latvia,LVA,1989,29.07004
Latvia,LVA,1990,29.705917
Latvia,LVA,1991,31.024593
Latvia,LVA,1992,24.757658
Latvia,LVA,1993,17.963413
Latvia,LVA,1994,18.541468
Latvia,LVA,1995,23.76209
Latvia,LVA,1996,23.406237
Latvia,LVA,1997,23.234169
Latvia,LVA,1998,24.148441
Latvia,LVA,1999,27.244005
Latvia,LVA,2000,33.72861
Latvia,LVA,2001,32.559868
Latvia,LVA,2002,36.774483
Latvia,LVA,2003,37.033035
Latvia,LVA,2004,36.35597
Latvia,LVA,2005,34.262714
Latvia,LVA,2006,37.330868
Latvia,LVA,2007,35.032295
Latvia,LVA,2008,34.076057
Latvia,LVA,2009,32.9791
Latvia,LVA,2010,34.69733
Latvia,LVA,2011,34.23948
Latvia,LVA,2012,31.050974
Latvia,LVA,2013,31.788391
Latvia,LVA,2014,31.01449
Latvia,LVA,2015,30.526543
Latvia,LVA,2016,29.654217
Latvia,LVA,2017,24.426962
Latvia,LVA,2018,31.483498
Latvia,LVA,2019,29.258934
Latvia,LVA,2020,26.268518
Latvia,LVA,2021,27.332188
Latvia,LVA,2022,20.429218
Lithuania,LTU,1985,22.575235
Lithuania,LTU,1986,24.5179
Lithuania,LTU,1987,24.444221
Lithuania,LTU,1988,24.282196
Lithuania,LTU,1989,23.79015
Lithuania,LTU,1990,26.94986
Lithuania,LTU,1991,26.38953
Lithuania,LTU,1992,24.608925
Lithuania,LTU,1993,17.018114
Lithuania,LTU,1994,22.815054
Lithuania,LTU,1995,23.922007
Lithuania,LTU,1996,23.498486
Lithuania,LTU,1997,23.525766
Lithuania,LTU,1998,19.214708
Lithuania,LTU,1999,24.008625
Lithuania,LTU,2000,30.765682
Lithuania,LTU,2001,27.355307
Lithuania,LTU,2002,25.915163
Lithuania,LTU,2003,26.808304
Lithuania,LTU,2004,26.55174
Lithuania,LTU,2005,30.696205
Lithuania,LTU,2006,31.852991
Lithuania,LTU,2007,34.285187
Lithuania,LTU,2008,31.082603
Lithuania,LTU,2009,28.180513
Lithuania,LTU,2010,44.074196
Lithuania,LTU,2011,46.161522
Lithuania,LTU,2012,45.00566
Lithuania,LTU,2013,39.69983
Lithuania,LTU,2014,39.26719
Lithuania,LTU,2015,37.60263
Lithuania,LTU,2016,32.876064
Lithuania,LTU,2017,32.468693
Lithuania,LTU,2018,31.620417
Lithuania,LTU,2019,30.440113
Lithuania,LTU,2020,33.579933
Lithuania,LTU,2021,31.763367
Lithuania,LTU,2022,25.24681
Lower-middle-income countries,,1965,3.456221
Lower-middle-income countries,,1966,3.5096948
Lower-middle-income countries,,1967,3.7680383
Lower-middle-income countries,,1968,3.7819347
Lower-middle-income countries,,1969,4.586993
Lower-middle-income countries,,1970,5.6391234
Lower-middle-income countries,,1971,5.85884
Lower-middle-income countries,,1972,6.052063
Lower-middle-income countries,,1973,6.472695
Lower-middle-income countries,,1974,6.9044905
Lower-middle-income countries,,1975,7.352818
Lower-middle-income countries,,1976,7.8539143
Lower-middle-income countries,,1977,8.690792
Lower-middle-income countries,,1978,9.276517
Lower-middle-income countries,,1979,11.075896
Lower-middle-income countries,,1980,11.8643675
Lower-middle-income countries,,1981,12.7504635
Lower-middle-income countries,,1982,13.875982
Lower-middle-income countries,,1983,14.598888
Lower-middle-income countries,,1984,14.481123
Lower-middle-income countries,,1985,24.580349
Lower-middle-income countries,,1986,25.302256
Lower-middle-income countries,,1987,25.340328
Lower-middle-income countries,,1988,25.993856
Lower-middle-income countries,,1989,26.446236
Lower-middle-income countries,,1990,28.068214
Lower-middle-income countries,,1991,28.283436
Lower-middle-income countries,,1992,27.875095
Lower-middle-income countries,,1993,26.406467
Lower-middle-income countries,,1994,27.119535
Lower-middle-income countries,,1995,26.858225
Lower-middle-income countries,,1996,28.719288
Lower-middle-income countries,,1997,27.413612
Lower-middle-income countries,,1998,27.170376
Lower-middle-income countries,,1999,28.909386
Lower-middle-income countries,,2000,28.873692
Lower-middle-income countries,,2001,29.441595
Lower-middle-income countries,,2002,30.408161
Lower-middle-income countries,,2003,30.533604
Lower-middle-income countries,,2004,30.552986
Lower-middle-income countries,,2005,30.54677
Lower-middle-income countries,,2006,30.362713
Lower-middle-income countries,,2007,29.783308
Lower-middle-income countries,,2008,29.67186
Lower-middle-income countries,,2009,29.802189
Lower-middle-income countries,,2010,30.485758
Lower-middle-income countries,,2011,30.202154
Lower-middle-income countries,,2012,29.306633
Lower-middle-income countries,,2013,28.301548
Lower-middle-income countries,,2014,28.142092
Lower-middle-income countries,,2015,27.98856
Lower-middle-income countries,,2016,27.793863
Lower-middle-income countries,,2017,27.822924
Lower-middle-income countries,,2018,27.60036
Lower-middle-income countries,,2019,27.15621
Lower-middle-income countries,,2020,28.420376
Lower-middle-income countries,,2021,27.48738
Lower-middle-income countries,,2022,25.072187
Luxembourg,LUX,1965,0
Luxembourg,LUX,1966,0
Luxembourg,LUX,1967,0
Luxembourg,LUX,1968,0
Luxembourg,LUX,1969,0.06369784
Luxembourg,LUX,1970,0.15299636
Luxembourg,LUX,1971,0.31964132
Luxembourg,LUX,1972,2.4797697
Luxembourg,LUX,1973,4.6783805
Luxembourg,LUX,1974,6.1904573
Luxembourg,LUX,1975,8.62786
Luxembourg,LUX,1976,9.8631315
Luxembourg,LUX,1977,11.123267
Luxembourg,LUX,1978,11.7607975
Luxembourg,LUX,1979,11.961757
Luxembourg,LUX,1980,11.421566
Luxembourg,LUX,1981,10.334244
Luxembourg,LUX,1982,9.152654
Luxembourg,LUX,1983,9.288897
Luxembourg,LUX,1984,9.320562
